"QID";"InformantID";"Signature";"Year";"CountryCollection";"Age";"Gender";"Nationality";"EthnicSelfID";"CountryID";"LanguageHome";"LanguageMother";"LanguageFather";"PrimarySchool";"SecondarySchool";"Qualifications";"Occupation";"QualiMother";"OccupMother";"QualiFather";"OccupFather";"QualiPartner";"OccupPartner";"YearsLivedOutside";"YearsLivedInside";"YearsLivedOtherEnglish";"Ratio";"CommentsTimeline";"MainVariety";"AdditionalVarieties";"YearsLivedInMainVariety";"RatioMainVariety";"Date";"gender_normalized";"primary_school_normalized";"secondary_school_normalized";"LanguageHome_normalized";"LanguageFather_normalized";"LanguageMother_normalized";"Qualifications_normalized";"QualiMother_normalized";"QualiFather_normalized";"QualiPartner_normalized";"highest_qualification"
"4554";"SC16-131m23";"ND";"2016";"SC";"23";"m";"British";"Caucasian";"England";"mostly English, some Scots";"English";"English";"private/fee-paying";"private/fee-paying";"Highest level at secondary school: A-Levels";"Student";"Master's";"Teacher";"Master's";"CEO";"";"";"ND";"15";"ND";"0.65";"3 France; 4 US; 10-12 England; 14-17 England; 20 Canada";"Scotland";"England";"15";"0.65";"";"Male";"Private";"Private";"English, Scots";"English";"English";"Secondary Education";"Higher Education";"Higher Education";"";"Secondary Education"
"4555";"SC16-132f18";"ND";"2016";"SC";"18";"f";"Scottish";"White";"Scotland";"English";"English";"English";"state-funded";"state-funded";"Highest level at secondary school: SQA Highers; Bachelor";"Student";"Bachelor";"Tayside House";"Open Uni Degree";"Technician";"";"";"ND";"18";"ND";"1.0";"";"Scotland";"";"18";"1.0";"";"Female";"State";"State";"English";"English";"English";"Higher Education";"Higher Education";"Higher Education";"";"Higher Education"
"4556";"SC16-133m18";"ND";"2016";"SC";"18";"m";"Scottish";"";"Scotland";"English";"English";"English";"private/fee-paying";"private/fee-paying";"Master's";"Bar staff";"Bachelor";"Asset manager";"Bachelor";"Distribution manager";"";"";"ND";"18";"ND";"1.0";"";"Scotland";"";"18";"1.0";"";"Male";"Private";"Private";"English";"English";"English";"Higher Education";"Higher Education";"Higher Education";"";"Higher Education"
"4557";"SC16-134m19";"ND";"2016";"SC";"19";"m";"British";"Scottish-British";"Equally Britain and Scotland";"English";"English";"English";"state-funded";"private/fee-paying";"Advanced Higher, Master's";"Student";"Degree";"Teacher";"Degree";"";"";"";"ND";"19";"ND";"1.0";"";"Scotland";"";"19";"1.0";"";"Male";"State";"Private";"English";"English";"English";"Higher Education";"Higher Education";"Higher Education";"";"Higher Education"
"4558";"SC16-135m18";"ND";"2016";"SC";"18";"m";"Scottish";"Scottish";"Sterling";"English";"English";"English";"state-funded";"state-funded";"Advanced Higher";"Bar staff";"O-Levels";"Carer";"O-Levels";"Fire service";"";"";"ND";"18";"ND";"1.0";"";"Scotland";"";"18";"1.0";"";"Male";"State";"State";"English";"English";"English";"Secondary Education";"Secondary Education";"Secondary Education";"";"Secondary Education"
"4559";"SC16-136m19";"ND";"2016";"SC";"19";"m";"Scottish";"White Scottish";"Scotland";"English";"English";"English";"state-funded";"state-funded";"Undergraduate Master's";"Supermarket assistant";"Bachelor";"Teacher";"Highers";"Butcher";"";"";"ND";"19";"ND";"1.0";"";"Scotland";"";"19";"1.0";"";"Male";"State";"State";"English";"English";"English";"Higher Education";"Higher Education";"Secondary Education";"";"Higher Education"
"4560";"SC16-137f23";"ND";"2016";"SC";"23";"f";"Scottish";"White";"Scotland";"mostly English, some Scots";"Scottish";"Scottish";"state-funded";"state-funded";"Bachelor";"After school playworker";"High school";"Admin assistant";"High school";"Lorry driver";"HNC";"Royal Marine";"ND";"23";"ND";"1.0";"";"Scotland";"";"23";"1.0";"";"Female";"State";"State";"English, Scots";"English";"English";"Higher Education";"Secondary Education";"Secondary Education";"Professional/Vocational";"Higher Education"
"4561";"SC16-138f33";"ND";"2016";"SC";"33";"f";"Scottish";"";"Scotland";"English";"English";"English";"state-funded";"state-funded";"Diploma";"Nurse/Playworker";"School";"Home help";"School";"Factory manager";"";"";"ND";"33";"ND";"1.0";"";"Scotland";"";"33";"1.0";"";"Female";"State";"State";"English";"English";"English";"Higher Education";"Secondary Education";"Secondary Education";"";"Higher Education"
"4562";"SC16-139m48";"ND";"2016";"SC";"48";"m";"Scottish";"White Scots";"Highlands";"Scots";"Scottish";"Scottish";"state-funded";"state-funded";"HND";"Self-employed picture framer";"";"Health care assistant";"";"Painter";"";"Self-employed";"ND";"48";"ND";"1.0";"";"Scotland";"";"48";"1.0";"";"Male";"State";"State";"Scots";"English";"English";"Professional/Vocational";"";"";"";"Professional/Vocational"
"4563";"SC16-141f29";"ND";"2016";"SC";"29";"f";"Scottish";"White caucasian";"Scotland";"";"";"";"state-funded";"state-funded";"Bachelor";"Assistant manager";"Teacher";"Teacher";"High School";"Teacher";"";"";"ND";"29";"ND";"1.0";"";"Scotland";"";"29";"1.0";"";"Female";"State";"State";"";"";"";"Higher Education";"Higher Education";"Secondary Education";"";"Higher Education"
"4564";"SC16-142m43";"ND";"2016";"SC";"43";"m";"Scottish";"Scottish";"Edinburgh";"mostly Scots, some English";"";"";"state-funded";"state-funded";"";"Unemployed";"";"";"";"";"";"";"ND";"43";"ND";"1.0";"";"Scotland";"";"43";"1.0";"";"Male";"State";"State";"Scots, English";"";"";"No/Other Qualification";"";"";"";"No/Other Qualification"
"4565";"SC16-143m26";"ND";"2016";"SC";"26";"m";"British/Scottish";"White";"Scotland";"English";"English";"English";"state-funded";"state-funded";"Highest level at secondary school: Advanced Higher; Bachelor; Master's";"Retail";"";"";"";"";"";"";"ND";"26";"ND";"1.0";"";"Scotland";"";"26";"1.0";"";"Male";"State";"State";"English";"English";"English";"Higher Education";"";"";"";"Higher Education"
"4566";"SC16-144m25";"ND";"2016";"SC";"25";"m";"British";"White";"Edinburgh/Scotland";"English";"English";"English";"private/fee-paying";"private/fee-paying";"Bachelor";"Personal trainer";"Bachelor";"Teacher";"Bachelor";"Headmaster";"";"";"ND";"8";"ND";"0.32";"0-17 England";"England";"Scotland";"17";"0.68";"";"Male";"Private";"Private";"English";"English";"English";"Higher Education";"Higher Education";"Higher Education";"";"Higher Education"
"4567";"SC16-145f23";"ND";"2016";"SC";"23";"f";"British";"White";"Edinburgh Scotland";"mostly English, some Scots";"English";"English";"state-funded";"state-funded";"Bachelor";"Receptionist";"HND";"Production manager at BBC";"Bachelor";"Engineer";"";"";"ND";"23";"ND";"1.0";"";"Scotland";"";"23";"1.0";"";"Female";"State";"State";"English, Scots";"English";"English";"Higher Education";"Professional/Vocational";"Higher Education";"";"Higher Education"
"4568";"SC16-146m23";"ND";"2016";"SC";"23";"m";"Scottish";"White British";"Fife";"mostly English, some Scots";"English";"English";"state-funded";"state-funded";"Highest level at secondary school: Highers";"Student";"";"";"";"";"MBCHB";"Doctor";"ND";"23";"ND";"1.0";"";"Scotland";"";"23";"1.0";"";"Male";"State";"State";"English, Scots";"English";"English";"Secondary Education";"";"";"Higher Education";"Secondary Education"
"4569";"SC16-147m16";"ND";"2016";"SC";"16";"m";"Scottish";"";"Scotland";"English";"English";"English";"state-funded";"private/fee-paying";"National 5";"Kitchen Porter";"";"";"";"";"";"";"ND";"16";"ND";"1.0";"";"Scotland";"";"16";"1.0";"";"Male";"State";"Private";"English";"English";"English";"Secondary Education";"";"";"";"Secondary Education"
"4570";"SC16-148m16";"ND";"2016";"SC";"16";"m";"Scotland";"White";"Scotland";"English";"English";"English";"state-funded";"private/fee-paying";"Other (National 5)";"unemployed";"";"Secretary";"Bachelor";"General practioner";"";"";"ND";"16";"ND";"1.0";"";"Scotland";"";"16";"1.0";"";"Male";"State";"Private";"English";"English";"English";"Secondary Education";"";"Higher Education";"";"Secondary Education"
"4571";"SC16-149f26";"ND";"2016";"SC";"26";"f";"UK";"Scottish";"Scotland";"English";"English";"English";"private/fee-paying";"private/fee-paying";"Highest level secondary school (Advanced Higher), Bachelor, Master's";"Research Officer NGO";"Bachelor";"Doctor";"Bachelor";"Accountant";"";"";"ND";"22";"ND";"0.85";"21 Switzerland; 22 England; 23 US; 25 Thailand";"Scotland";"";"22";"0.85";"";"Female";"Private";"Private";"English";"English";"English";"Higher Education";"Higher Education";"Higher Education";"";"Higher Education"
"4572";"SC16-150m25";"ND";"2016";"SC";"25";"m";"Scottish";"White British";"Fife";"mostly Scots, some English";"English";"English";"state-funded";"state-funded";"Other (Higher National Diploma)";"Head chef";"Bachelor (Nursing)";"Nurse";"High School";"Train driver";"Master's";"Publisher";"ND";"22";"ND";"0.88";"22-24 France";"Scotland";"France";"22";"0.88";"";"Male";"State";"State";"Scots, English";"English";"English";"Professional/Vocational";"Higher Education";"Secondary Education";"Higher Education";"Professional/Vocational"
"4573";"SC16-151f23";"ND";"2016";"SC";"23";"f";"Scottish";"Caucasian";"Scotland";"English";"English";"English";"state-funded";"state-funded";"Highest level secondary school (A-Levels)";"Team manager (bank)";"";"Team manager (bank)";"";"Buyer (bank)";"";"";"ND";"23";"ND";"1.0";"";"Scotland";"";"23";"1.0";"";"Female";"State";"State";"English";"English";"English";"Secondary Education";"";"";"";"Secondary Education"
"4574";"SC16-152m64";"ND";"2016";"SC";"64";"m";"British (Scot)";"Scottish";"France";"mostly English, some Scots";"English";"English";"state-funded";"state-funded";"";"Disability living allowance";"Squadron RAF";"RAF";"Squadron RAF";"RAF";"";"";"ND";"45";"ND";"0.7";"23-24 Australia; 28-40 England; 41-45 France";"Scotland";"England";"45";"0.7";"";"Male";"State";"State";"English, Scots";"English";"English";"No/Other Qualification";"Work-Based Learning";"Work-Based Learning";"";"No/Other Qualification"
"4575";"SC16-153f19";"ND";"2016";"SC";"19";"f";"Scottish";"White";"Scotland";"Scots";"Scots";"Scots";"state-funded";"state-funded";"Highest level secondary school (Highers)";"Fundraiser";"";"";"";"";"HNC";"Cashier";"ND";"19";"ND";"1.0";"";"Scotland";"";"19";"1.0";"";"Female";"State";"State";"Scots";"Scots";"Scots";"Secondary Education";"";"";"Professional/Vocational";"Secondary Education"
"4576";"SC16-154m20";"ND";"2016";"SC";"20";"m";"British";"";"Scotland";"English";"English";"English / Afrikaans";"state-funded";"state-funded";"Highest level secondary school (Advanced higher), Other (HND)";"Musician, catering";"A-Levels";"Accountant";"A-Levels";"HR systems manager";"Bachelor";"Waitress";"ND";"20";"ND";"1.0";"";"Scotland";"";"20";"1.0";"";"Male";"State";"State";"English";"English, Afrikaans";"English";"Professional/Vocational";"Secondary Education";"Secondary Education";"Higher Education";"Professional/Vocational"
"4577";"SC16-155m22";"ND";"2016";"SC";"22";"m";"Scottish";"White";"Scotland";"English";"English";"English";"state-funded";"state-funded";"Bachelor";"Student";"Secondary school";"Retail";"Bachelor";"Self-employed";"Bachelor";"Manager Coffee Boy";"ND";"";"ND";"";"";"Scotland";"";"22";"1.0";"";"Male";"State";"State";"English";"English";"English";"Higher Education";"Secondary Education";"Higher Education";"Higher Education";"Higher Education"
"4578";"SC16-156f21";"ND";"2016";"SC";"21";"f";"Scottish";"White-Scottish";"Scotland";"mostly English, some Scots";"English/Scottish";"English/Scottish";"state-funded";"state-funded";"Work training, Highest level secondary school (Advanced Higher Drama)";"Team leader ???";"";"Tiler (business owner)";"";"Tiler, Plumber (business owner)";"Degree";"Fundraiser";"ND";"";"ND";"";"";"Scotland";"";"21";"1.0";"";"Female";"State";"State";"English, Scots";"English, Scottish";"English, Scottish";"Work-Based Learning";"";"";"Higher Education";"Work-Based Learning"
"4579";"SC16-157f19";"ND";"2016";"SC";"19";"f";"Scottish";"Scottish";"Scotland";"English";"English";"English";"private/fee-paying";"private/fee-paying";"Bachelor";"Student";"Master's";"Chartered Accountant";"Master's";"Head of electoral commission";"";"";"ND";"19";"ND";"1.0";"";"Scotland";"";"19";"1.0";"";"Female";"Private";"Private";"English";"English";"English";"Higher Education";"Higher Education";"Higher Education";"";"Higher Education"
"4580";"SC16-158m20";"ND";"2016";"SC";"20";"m";"Scottish";"Scottish";"Scotland";"English";"English";"English";"state-funded";"state-funded";"Highest level at secondary school: Advanced Higher; Master's";"";"Degree";"Planning department";"Degree";"IT Guy";"";"";"ND";"20";"ND";"1.0";"";"Scotland";"";"20";"1.0";"";"Male";"State";"State";"English";"English";"English";"Higher Education";"Higher Education";"Higher Education";"";"Higher Education"
"4581";"SC16-159m19";"ND";"2016";"SC";"19";"m";"Scottish";"";"Scotland";"Scots";"Scots";"Scots";"state-funded";"state-funded";"Highest level at secondary school; Master's";"Student";"College degree";"Secondary teacher";"Surveying degree";"Surveyor";"";"";"ND";"19";"ND";"1.0";"";"Scotland";"";"19";"1.0";"";"Male";"State";"State";"Scots";"Scots";"Scots";"Higher Education";"Higher Education";"Higher Education";"";"Higher Education"
"4582";"SC16-160f20";"ND";"2016";"SC";"20";"f";"Scottish";"White Scottish/Irish";"Glasgow";"mostly English, some Scots";"English";"English";"state-funded";"state-funded";"Bachelor";"Student";"Master's";"Physiotherapist";"PhD, MD";"Psychiatrist";"";"";"ND";"20";"ND";"1.0";"";"Scotland";"";"20";"1.0";"";"Female";"State";"State";"English, Scots";"English";"English";"Higher Education";"Higher Education";"Higher Education";"";"Higher Education"
"4583";"SC16-161f20";"ND";"2016";"SC";"20";"f";"Scottish/Norwegian";"Scottish";"Aberdeen";"English";"Norwegian";"American English";"private/fee-paying";"state-funded";"Bachelor";"Student";"Master's";"Occupational therapy";"Master's";"Deputy director of a charity";"";"";"ND";"19";"ND";"0.95";"19 South Africa";"Scotland";"";"19";"0.95";"";"Female";"Private";"State";"English";"English";"Norwegian";"Higher Education";"Higher Education";"Higher Education";"";"Higher Education"
"4584";"SC16-162f20";"ND";"2016";"SC";"20";"f";"British";"White British";"Scotland";"English";"English";"English";"state-funded";"state-funded";"Highest level at secondary school";"Student";"Uni Degree";"Landscape architect";"Uni Degree";"Directr of research company";"";"";"ND";"18";"ND";"0.9";"0-2 England";"Scotland";"";"18";"0.9";"";"Female";"State";"State";"English";"English";"English";"Secondary Education";"Higher Education";"Higher Education";"";"Secondary Education"
"4585";"SC16-163f19";"ND";"2016";"SC";"19";"f";"Scottish";"White British";"Scotland";"mostly English, some Scots";"English";"mostly Scots";"state-funded";"state-funded";"Bachelor";"Student";"Nursing degree";"Nurse (district)";"Nursing degree";"Nurse (charge)";"";"";"ND";"18";"ND";"0.95";"18 Guyana";"Scotland";"";"18";"0.95";"";"Female";"State";"State";"English, Scots";"Scots";"English";"Higher Education";"Professional/Vocational";"Professional/Vocational";"";"Higher Education"
"4586";"SC16-164m19";"ND";"2016";"SC";"19";"m";"Scottish";"";"Scotland, Edinburgh";"Scots";"French";"English";"state-funded";"state-funded";"Bachelor";"Student";"";"French Consulate";"";"Footballer";"";"";"ND";"";"ND";"";"";"Scotland";"";"19";"1.0";"";"Male";"State";"State";"Scots";"English";"French";"Higher Education";"";"";"";"Higher Education"
"4587";"SC16-165f21";"ND";"2016";"SC";"21";"f";"Scottish";"Caucasian";"Scotland";"mostly English, some Scots";"Gaelic";"English";"state-funded";"state-funded";"Bachelor";"Waitress, Student";"Bachelor";"Counsellor";"Master's";"Minister of Religion";"";"";"ND";"21";"ND";"1.0";"";"Scotland";"";"21";"1.0";"";"Female";"State";"State";"English, Scots";"English";"Gaelic";"Higher Education";"Higher Education";"Higher Education";"";"Higher Education"
"4588";"SC16-166f20";"ND";"2016";"SC";"20";"f";"Scottish";"White";"Scotland";"English";"English";"English";"private/fee-paying";"private/fee-paying";"Highest level at secondary school";"Waitress";"College";"Secretary";"Master's";"Forester";"";"";"ND";"13";"ND";"0.65";"0-7 England";"Scotland";"England";"13";"0.65";"";"Female";"Private";"Private";"English";"English";"English";"Secondary Education";"Higher Education";"Higher Education";"";"Secondary Education"
"4589";"SC16-167f19";"ND";"2016";"SC";"19";"f";"Scottish";"Caucasian";"Scotland";"mostly English, some Scots";"English";"English";"private/fee-paying";"private/fee-paying";"Highest level at secondary school: Advanced Higher; Bachelor";"Student";"Master's";"Primary teacher";"Master's";"Engineer";"";"";"ND";"19";"ND";"1.0";"";"Scotland";"";"19";"1.0";"";"Female";"Private";"Private";"English, Scots";"English";"English";"Higher Education";"Higher Education";"Higher Education";"";"Higher Education"
"4590";"SC16-168m92";"ND";"2016";"SC";"92";"m";"Scottish";"Scottish";"Scotland";"English, Glaswegian";"Scottish";"Scottish";"state-funded";"state-funded";"3 years certificate railways";"Retired";"";"Machinist";"";"Electrician";"";"";"ND";"92";"ND";"1.0";"";"Scotland";"";"92";"1.0";"";"Male";"State";"State";"English, Glaswegian";"English";"English";"Professional/Vocational";"";"";"";"Professional/Vocational"
"4591";"SC16-169m33";"ND";"2016";"SC";"33";"m";"British";"Scottish";"Scotland";"mostly English, some Scots";"English/Scots";"English/Scots";"state-funded";"state-funded";"Master Mariner";"Offshore marine supervisor";"HNC";"Secretary";"Vocational";"Company director";"Degree";"Radiographer";"ND";"21";"ND";"0.64";"1-5 Saudi Arabia; 6-11 England; 18-19 England; 23 Belgium";"Scotland";"England";"21";"0.64";"";"Male";"State";"State";"English, Scots";"English, Scots";"English, Scots";"Professional/Vocational";"Professional/Vocational";"Professional/Vocational";"Higher Education";"Professional/Vocational"
"4592";"SC16-170m33";"ND";"2016";"SC";"33";"m";"UK";"White";"Scotland";"English";"English";"English";"state-funded";"state-funded";"Bachelor";"Managing director";"High School";"Child minder";"Degree";"Sales manager";"HNC";"Accountant manager";"ND";"33";"ND";"1.0";"";"Scotland";"";"33";"1.0";"";"Male";"State";"State";"English";"English";"English";"Higher Education";"Secondary Education";"Higher Education";"Professional/Vocational";"Higher Education"
"4593";"SC16-171f57";"ND";"2016";"SC";"57";"f";"British";"White British";"Scotland";"English";"English";"English";"state-funded";"state-funded";"O-Grades";"Management Support Assistant";"";"Machinist";"";"Window cleaner";"";"Labourer";"ND";"57";"ND";"1.0";"";"Scotland";"";"57";"1.0";"";"Female";"State";"State";"English";"English";"English";"Secondary Education";"";"";"";"Secondary Education"
"4594";"SC16-172f33";"ND";"2016";"SC";"33";"f";"Scottish";"White";"Scotland";"mostly English, some Scots";"English";"English";"state-funded";"state-funded";"Bachelor";"Sales (BDM)";"Highers";"";"";"Policeman cadetes";"";"";"ND";"25";"ND";"0.76";"26-32 England";"Scotland";"England";"25";"0.76";"";"Female";"State";"State";"English, Scots";"English";"English";"Higher Education";"Secondary Education";"";"";"Higher Education"
"4595";"SC16-173m20";"ND";"2016";"SC";"20";"m";"Scottish";"White";"Scotland";"English";"English";"English";"state-funded";"state-funded";"Highest level at secondary school: Highers; Bachelor";"Student";"Higher";"Banker";"Higher";"Banker";"Higher";"Student";"ND";"20";"ND";"1.0";"";"Scotland";"";"20";"1.0";"";"Male";"State";"State";"English";"English";"English";"Higher Education";"Secondary Education";"Secondary Education";"Secondary Education";"Higher Education"
"4596";"SC16-174m54";"ND";"2016";"SC";"54";"m";"Scottish";"";"Scotland";"mostly English, some Scots";"";"";"state-funded";"state-funded";"Bachelor";"Cover work";"";"Waitress";"";"Engineer";"";"Director of company";"ND";"";"ND";"";"";"Scotland";"";"54";"1.0";"";"Male";"State";"State";"English, Scots";"";"";"Higher Education";"";"";"";"Higher Education"
"4597";"SC16-175m24";"ND";"2016";"SC";"24";"m";"Scottish";"White";"Scotland";"English, Scots";"English";"English";"state-funded";"state-funded";"Bachelor";"";"Master's";"Teacher";"Master's";"Surveyor";"Advanced Higher";"Student";"ND";"24";"ND";"1.0";"";"Scotland";"";"24";"1.0";"";"Male";"State";"State";"English, Scots";"English";"English";"Higher Education";"Higher Education";"Higher Education";"Secondary Education";"Higher Education"
"4598";"SC16-176f20";"ND";"2016";"SC";"20";"f";"British";"White";"Sotland";"English";"English";"English";"state-funded";"state-funded";"Bachelor";"Student";"HnD";"Administrator";"Secondary school";"Sales";"";"";"ND";"20";"ND";"1.0";"";"Scotland";"";"20";"1.0";"";"Female";"State";"State";"English";"English";"English";"Higher Education";"Professional/Vocational";"Secondary Education";"";"Higher Education"
"4599";"SC16-177f20";"ND";"2016";"SC";"20";"f";"Scottish";"White";"Scotland";"mostly Scots, some English";"Russian";"Scots";"state-funded";"state-funded";"Vocational classes; Highest level at secondary school: Advanced Higher; Bachelor";"Student";"Master's";"Teacher";"Master's";"Master mariner";"Bachelor";"Dentist";"ND";"14";"ND";"0.7";"0-6 Russia";"Scotland";"Russia";"14";"0.7";"";"Female";"State";"State";"Scots, English";"Scots";"Russian";"Higher Education";"Higher Education";"Higher Education";"Higher Education";"Higher Education"
"4600";"SC16-178f21";"ND";"2016";"SC";"21";"f";"British";"White";"Scotland";"mostly English, some Scots";"English";"English";"state-funded";"state-funded";"Highest level at secondary school: Highers; Bachelor";"Student";"HND";"Production manager";"HND";"Managing director";"Barts";"Student";"ND";"21";"ND";"1.0";"";"Scotland";"";"21";"1.0";"";"Female";"State";"State";"English, Scots";"English";"English";"Higher Education";"Professional/Vocational";"Professional/Vocational";"No/Other Qualification";"Higher Education"
"4601";"SC16-179f18";"ND";"2016";"SC";"18";"f";"Scottish";"Scottish";"Scotland";"Scots";"English";"English";"state-funded";"";"Highest level at secondary school";"Taking a gap year";"CBT Therapist";"CBT Therapist";"Honours";"Sales executive";"";"";"ND";"18";"ND";"1.0";"";"Scotland";"";"18";"1.0";"";"Female";"State";"";"Scots";"English";"English";"Secondary Education";"Professional/Vocational";"Higher Education";"";"Secondary Education"
"4602";"SC16-181f24";"ND";"2016";"SC";"24";"f";"British";"British";"Scotland";"mostly Scots, some English";"English";"English";"state-funded";"state-funded";"Bachelor";"Student, Waitress";"O-Levels";"";"O-Levels";"";"";"";"ND";"19";"ND";"0.79";"0-5 England";"Scotland";"England";"19";"0.79";"";"Female";"State";"State";"Scots, English";"English";"English";"Higher Education";"Secondary Education";"Secondary Education";"";"Higher Education"
"4603";"SC16-182f22";"ND";"2016";"SC";"22";"f";"Scottish";"White-British";"Scotland";"Scots";"English";"English";"state-funded";"state-funded";"Highest level at secondary school; HNC";"Banking advisor";"O-Level";"Nursery nurse";"O-Level";"Joiner";"";"Bar manager";"ND";"22";"ND";"1.0";"";"Scotland";"";"22";"1.0";"";"Female";"State";"State";"Scots";"English";"English";"Professional/Vocational";"Secondary Education";"Secondary Education";"";"Professional/Vocational"
